audit_row,model,document_index,title,relation_id,head_emitted,head_status,head_candidate_clusters,tail_emitted,tail_status,tail_candidate_clusters,automatic_category,all_gold_clusters,document_text,verified_head_gold_id,verified_tail_gold_id,human_note,manual_outcome,checked_by,checked_date
51,DeepSeek-V3,32,Rogaland County Municipality,P527,county council,unmatched,,47 members,unmatched,,unmatched_only,0 [LOC] Rogaland County Municipality || 1 [LOC] Rogaland county || 2 [LOC] Norway || 3 [NUM] 29 || 4 [MISC] Rogfast || 5 [NUM] 47 || 6 [PER] Janne Johnsen || 7 [ORG] Conservative Party || 8 [PER] Terje Halleland || 9 [ORG] Progress Party || 10 [PER] Harald Thune || 11 [LOC] Rogaland || 12 [ORG] King and Government of Norway || 13 [LOC] Stavanger,"Rogaland County Municipality ( ) is the governing administration of Rogaland county , Norway . The responsibilities of the county municipality include the running of 29 upper secondary schools as well as managing the county roadways , public transport , dental care , cultural affairs , and cultural heritage . The county municipality also coordinates regional planning and economic development . The Rogfast is a major road project that is being financed by the county municipality . The county council has 47 members , and county mayor is Janne Johnsen ( Conservative Party ) and the deputy mayor is Terje Halleland ( Progress Party ) . The council and mayor are the legislative and executive bodies of the county . Harald Thune is the County Governor of Rogaland . The Governor is the representative of the King and Government of Norway in each county , functioning as the connection between the state and the municipalities . The administration is located in the city of Stavanger .",NONE,5,"tail ""47 members"" resolves to cluster 5 [NUM] 47 (""The county council has 47 members""), the model having added the category word ""members"". head ""county council"" is the governing body named in the same sentence but is not annotated in this document (gold entities are Rogaland County Municipality, Rogaland county, Norway, Rogfast, Janne Johnsen, Conservative Party, etc.), so it has no gold counterpart.",UNMATCHED_ONLY,Jiaxuan Li,2026-09-25
52,DeepSeek-V3,35,Won-yong,P1001,hanja,unmatched,,south korean government,containment_unique,4: LOC :: South Korean,unmatched_only,0 [PER] Won-yong || 1 [LOC] South Korea | Korean || 2 [NUM] 35 || 3 [NUM] 24 || 4 [LOC] South Korean || 5 [PER] Kang Won-yong || 6 [TIME] 1917 || 7 [TIME] 2006 || 8 [ORG] Presbyterian || 9 [PER] Kim Won-yong || 10 [TIME] 1922 || 11 [TIME] 1993 || 12 [PER] Wonyong Sung || 13 [TIME] 1950s || 14 [PER] Jung Won-yong || 15 [TIME] 1992,"Won - yong is a Korean masculine given name . Its meaning differs based on the hanja used to write each syllable of the name . There are 35 hanja with the reading "" won "" and 24 hanja with the reading "" yong "" on the South Korean government 's official list of hanja which may be registered for use in given names . Additionally , there is one character with the reading "" ryong "" ( , meaning "" dragon "" ) which may also be written and pronounced "" yong "" in South Korea . People with this name include : Kang Won - yong ( 1917 – 2006 ) , South Korean Presbyterian leader Kim Won - yong ( 1922 – 1993 ) , South Korean archaeologist Wonyong Sung ( born 1950s ) , South Korean professor of electronic engineering Jung Won - yong ( born 1992 ) , South Korean swimmer",NONE,4,"tail ""south korean government"" is contained in cluster 4 [LOC] South Korean (""the South Korean government 's official list of hanja""). head ""hanja"" (the Chinese characters used in Korean names) occurs throughout the text but is never annotated, so no gold cluster corresponds to it.",UNMATCHED_ONLY,Jiaxuan Li,2026-09-25
53,DeepSeek-V3,48,Zakhary Lyapunov,P495,polish invaders,containment_unique,14: LOC :: Polish,poland,unmatched,,unmatched_only,0 [PER] Zakhary Petrovich Lyapunov | Prokopy Lyapunov | Zakhary Lyapunov | Zachary Lyapunov || 1 [TIME] 1612 || 2 [LOC] Russian || 3 [TIME] 17th century || 4 [TIME] 1605 || 5 [PER] False Dmitri || 6 [TIME] 1606 || 7 [MISC] Bolotnikov Uprising || 8 [TIME] 1607 || 9 [PER] Vasily Shuisky || 10 [LOC] Ryazan || 11 [PER] False Dmitri II || 12 [TIME] July 1610 | September 1610 || 13 [LOC] Smolensk || 14 [LOC] Polish || 15 [PER] Sigismund III Vasa || 16 [PER] Wladislaus || 17 [LOC] Moscow || 18 [PER] Kuzma Minin || 19 [PER] Dmitry Pozharsky,"Zakhary Petrovich Lyapunov ( ) ( ? - after 1612 ) was a Russian political figure of the early 17th century , brother of Prokopy Lyapunov . In 1605 , Zakhary Lyapunov took the side of False Dmitri I. Upon the latter 's death in 1606 , he took part in the Bolotnikov Uprising in 1606 – 1607 . In 1607 , he joined the ranks of Vasily Shuisky and became a commander of a unit of the Ryazan dvoryane during the struggle against the rebellious peasants and supporters of False Dmitri II . In July 1610 , Zachary Lyapunov took an active part in deposing Vasily Shuisky . In September 1610 , he was included in a diplomatic mission , sent to the outskirts of Smolensk to sign a treaty with the Polish king Sigismund III Vasa regarding the accession of his son Wladislaus to the Russian throne . Then he returned to Moscow and remained in the city until its liberation from the Polish invaders by the army of Kuzma Minin and Dmitry Pozharsky .",14,NONE,"head ""polish invaders"" is contained in cluster 14 [LOC] Polish, which is annotated exactly at ""liberation from the Polish invaders"". tail ""poland"" never occurs in the text (only ""Polish king"", ""Polish invaders"") and no gold cluster in this document denotes the country Poland.",UNMATCHED_ONLY,Jiaxuan Li,2026-09-25
54,DeepSeek-V3,58,Beibu Gulf Economic Rim,P1344,beibu gulf economic rim,exact_unique,0: LOC :: Beibu Economic Belt | Beibu Gulf | Beibu Gulf Economic Rim | Gulf of Tonkin Economic Belt | Vành đai kinh tế vịnh Bắc Bộ,china asean cooperation,containment_ambiguous_type,2: LOC :: China | Chinese; 8: ORG :: ASEAN,type_conflict_only,0 [LOC] Beibu Gulf Economic Rim | Beibu Economic Belt | Gulf of Tonkin Economic Belt | Vành đai kinh tế vịnh Bắc Bộ | Beibu Gulf || 1 [MISC] Vietnamese || 2 [LOC] Chinese | China || 3 [LOC] southwestern || 4 [LOC] Gulf of Tonkin || 5 [MISC] Go West || 6 [LOC] Beibu Gulf Rim || 7 [LOC] Guangxi || 8 [ORG] ASEAN || 9 [LOC] Vietnam || 10 [LOC] Guangdong || 11 [LOC] Hainan,"The Beibu Gulf Economic Rim or Beibu Economic Belt ( ) also known as Gulf of Tonkin Economic Belt in ( Vietnamese : Vành đai kinh tế vịnh Bắc Bộ ) defines the economic region or rim surrounding around China 's southwestern coastal region and cities around the Gulf of Tonkin . The region is part of Chinese government 's "" Go West "" strategy , to boost its less developed western regions . The implementation of the campaign , has resulted in many construction projects in cities on the Beibu Gulf Rim , especially in Guangxi . The Beibu Gulf economic rim has emerged as a new highlight of China - ASEAN cooperation , especially between Vietnam , who is also cooperating in this economic zone . It covers Guangdong , Hainan and Guangxi , and northern and central Vietnam .",0,NONE,"Head ""Beibu Gulf Economic Rim"" is the exact unique match to cluster 0 [LOC]. Tail ""China-ASEAN cooperation"" denotes the cooperation relationship between China and ASEAN; neither participant cluster is co-referential with the full emitted phrase, and no gold cluster represents that cooperation entity. Therefore tail = NONE.",UNMATCHED_ONLY,Jiaxuan Li,2026-09-25
55,DeepSeek-V3,119,Energy and Environmental Security Initiative,P1001,energy and environmental security initiative,exact_unique,1: ORG :: Energy and Environmental Security Initiative,u s energy policies,unmatched,,unmatched_only,0 [TIME] 2003 || 1 [ORG] Energy and Environmental Security Initiative || 2 [ORG] EESI || 3 [ORG] University of Colorado Law School || 4 [LOC] U.S. | State,"Established in 2003 , the Energy and Environmental Security Initiative ( EESI ) is an interdisciplinary Research & Policy Institute located at the University of Colorado Law School . The fundamental mission of EESI is to serve as an interdisciplinary research and policy center concerning the development and crafting of State policies , U.S. energy policies , and global responses to the world 's energy crisis ; and to facilitate the attainment of a global sustainable energy future through the innovative use of laws , policies and technology solutions . In pursuit of this mission , EESI 's primary operational function is that of an enabling environment for teaching , research and policy analysis vis - à - vis the impact of laws and policies on the scientific , technological , sociopolitical , commercial , and environmental dimensions of sustainable energy .",1,NONE,"head is the exact unique match to cluster 1 [ORG]. tail ""u s energy policies"" comes from ""State policies , U.S. energy policies , and global responses""; the gold annotation there is cluster 4 [LOC] ""U.S."", i.e. the country, whereas the emitted name denotes the set of policies, not the country itself, so no gold cluster corresponds to it.",UNMATCHED_ONLY,Jiaxuan Li,2026-09-25
56,DeepSeek-V3,154,Die Haut,P495,die haut,exact_unique,0: ORG :: Die Haut,german,exact_ambiguous_type,1: MISC :: German; 2: LOC :: German,type_conflict_only,0 [ORG] Die Haut || 1 [MISC] German || 2 [LOC] German || 3 [LOC] Berlin || 4 [TIME] 1980s || 5 [TIME] 1990s || 6 [PER] Nick Cave || 7 [MISC] Burnin ' the Ice || 8 [PER] Christoph Dreher || 9 [MISC] Spring || 10 [TIME] 1997 || 11 [MISC] Springer || 12 [TIME] 1998 || 13 [PER] Remo Park || 14 [PER] Jochen Arbeit || 15 [PER] Rudi Moser || 16 [ORG] Einstürzende Neubauten,"Die Haut ( German for the skin ) were an experimental German post - punk and post - rock band , who enjoyed some local success in Berlin during the 1980s and 1990s , with such records as the Nick Cave collaboration Burnin ' the Ice . The only constant member was Christoph Dreher . Formed as an instrumental rock quartet , many of their recordings and live performances featured an array of international guest vocalists . Their last full - length album was "" Spring "" ( 1997 ) followed by a remix album called "" Springer "" ( 1998 ) . At the same time the band went on hiatus , Remo Park and Christoph Dreher have continued to work as separate acts , and Jochen Arbeit with Rudi Moser joined the Berlin - based underground legend Einstürzende Neubauten .",0,2,"Duplicate of the Qwen2.5-72B row for this document. head ""die haut"" = cluster 0 [ORG]; ""German"" is split into cluster 1 [MISC] (the language, ""German for the skin"") and cluster 2 [LOC] (the nationality in ""an experimental German post-punk and post-rock band""), and with the band as head the tail denotes the origin, so 2.",RESOLVED_TO_GOLD_ID,Jiaxuan Li,2026-09-25
57,DeepSeek-V3,178,Sarah Gibb,P150,library of congress,exact_unique,10: ORG :: Library of Congress,12 volumes,unmatched,,unmatched_only,0 [PER] Sarah Gibb | Gibb || 1 [LOC] English || 2 [LOC] London || 3 [ORG] St. Martin 's College || 4 [MISC] Sequential Illustration || 5 [ORG] Brighton College of Art || 6 [MISC] The Tiara Club || 7 [PER] Vivian French || 8 [MISC] Princess Alice and the Glass Slipper || 9 [MISC] Princess Charlotte and the Birthday Ball || 10 [ORG] Library of Congress || 11 [NUM] 12 || 12 [NUM] 6 || 13 [LOC] U.S. || 14 [TIME] 2007 || 15 [PER] Ursula Jones || 16 [LOC] British || 17 [PER] Diana Wynne Jones || 18 [MISC] The Princess Who Had No Kingdom || 19 [ORG] Orchard Books || 20 [TIME] 2010,"Sarah Gibb is an English illustrator whose drawings have appeared in national newspapers , magazines , and greetings cards , although she is predominantly an illustrator of children 's books . She studied at London 's St. Martin 's College before completing an MA in Sequential Illustration at Brighton College of Art . Gibb has illustrated at least a dozen books in The Tiara Club series by Vivian French , which carry titles such as Princess Alice and the Glass Slipper , Princess Charlotte and the Birthday Ball , and so on . ( The Library of Congress catalogues 12 volumes featuring 6 named princesses with U.S. editions released in 2007 . ) Recently she illustrates picture books by Ursula Jones — a retired British actress and the surviving sister of Diana Wynne Jones . The Princess Who Had No Kingdom was the first , published by Orchard Books in 2010 .",10,11,"head ""library of congress"" is the exact unique match to cluster 10 [ORG]. tail ""12 volumes"" resolves to cluster 11 [NUM] 12 from ""catalogues 12 volumes featuring 6 named princesses"", the model having added the category word ""volumes"".",RESOLVED_TO_GOLD_ID,Jiaxuan Li,2026-09-25
58,DeepSeek-V3,178,Sarah Gibb,P527,12 volumes,unmatched,,6 named princesses,unmatched,,unmatched_only,0 [PER] Sarah Gibb | Gibb || 1 [LOC] English || 2 [LOC] London || 3 [ORG] St. Martin 's College || 4 [MISC] Sequential Illustration || 5 [ORG] Brighton College of Art || 6 [MISC] The Tiara Club || 7 [PER] Vivian French || 8 [MISC] Princess Alice and the Glass Slipper || 9 [MISC] Princess Charlotte and the Birthday Ball || 10 [ORG] Library of Congress || 11 [NUM] 12 || 12 [NUM] 6 || 13 [LOC] U.S. || 14 [TIME] 2007 || 15 [PER] Ursula Jones || 16 [LOC] British || 17 [PER] Diana Wynne Jones || 18 [MISC] The Princess Who Had No Kingdom || 19 [ORG] Orchard Books || 20 [TIME] 2010,"Sarah Gibb is an English illustrator whose drawings have appeared in national newspapers , magazines , and greetings cards , although she is predominantly an illustrator of children 's books . She studied at London 's St. Martin 's College before completing an MA in Sequential Illustration at Brighton College of Art . Gibb has illustrated at least a dozen books in The Tiara Club series by Vivian French , which carry titles such as Princess Alice and the Glass Slipper , Princess Charlotte and the Birthday Ball , and so on . ( The Library of Congress catalogues 12 volumes featuring 6 named princesses with U.S. editions released in 2007 . ) Recently she illustrates picture books by Ursula Jones — a retired British actress and the surviving sister of Diana Wynne Jones . The Princess Who Had No Kingdom was the first , published by Orchard Books in 2010 .",11,12,"Duplicate of the Qwen2.5-72B row for this document: ""12 volumes"" = cluster 11 [NUM] 12 and ""6 named princesses"" = cluster 12 [NUM] 6, both with category words added by the model.",RESOLVED_TO_GOLD_ID,Jiaxuan Li,2026-09-25
59,DeepSeek-V3,230,Mavis Grind,P1344,otters,unmatched,,mavis grind,exact_unique,0: LOC :: Mavis Grind,unmatched_only,0 [LOC] Mavis Grind || 1 [LOC] Northmavine || 2 [LOC] Shetland Mainland || 3 [LOC] Shetland Islands | Shetland || 4 [LOC] UK || 5 [LOC] A970 || 6 [LOC] Hillswick || 7 [NUM] two miles || 8 [LOC] Brae || 9 [LOC] North Sea || 10 [LOC] Atlantic Ocean || 11 [TIME] 1999 || 12 [LOC] Viking || 13 [TIME] Bronze Age,"Mavis Grind ( or , meaning "" gate of the narrow isthmus "" ) is a narrow isthmus joining the Northmavine peninsula to the rest of the island of Shetland Mainland in the Shetland Islands , UK . It is just wide at its narrowest point . It carries the main A970 road to Hillswick in the north west of Shetland and is about two miles west of the settlement of Brae . Mavis Grind is said to be the only place in the UK where you can toss a stone across land from the North Sea to the Atlantic Ocean . It is a regular crossing point for otters , which in Shetland are sea - dwelling . In 1999 , local volunteers successfully helped to demonstrate whether Viking ships could be carried across the isthmus , instead of sailing around the end of the island . Remains of a late Bronze Age settlement have been found close by .",NONE,0,"Third occurrence of this document in the sample. tail ""mavis grind"" is the exact unique match to cluster 0 [LOC]; head ""otters"" from ""a regular crossing point for otters"" is a generic animal class with no gold cluster.",UNMATCHED_ONLY,Jiaxuan Li,2026-09-25
60,DeepSeek-V3,236,"Brigden, Ontario",P527,brigden,exact_ambiguous_type,0: LOC :: Brigden; 12: PER :: Brigden | William Wharton Brigden,500,exact_unique,10: NUM :: 500,type_conflict_only,"0 [LOC] Brigden || 1 [LOC] St. Clair || 2 [LOC] Lambton County || 3 [LOC] Ontario || 4 [LOC] Canada | Canadian || 5 [LOC] Courtright Line || 6 [LOC] Brigden Road || 7 [LOC] Kimball || 8 [LOC] Oil City || 9 [LOC] Sarnia || 10 [NUM] 500 || 11 [LOC] Michigan Central Railroad || 12 [PER] William Wharton Brigden | Brigden || 13 [TIME] 1936 || 14 [TIME] May 26, 1939 || 15 [LOC] Battle Creek || 16 [LOC] Michigan || 17 [MISC] Brigden Fair || 18 [MISC] Thanksgiving || 19 [MISC] Brigden Community Fest || 20 [PER] JR Shaw || 21 [ORG] Shaw Communications","Brigden is a community in the township of St. Clair , Lambton County , Ontario , Canada . The community is located at the crossroads of Courtright Line and Brigden Road , between Kimball to the west and Oil City to the east , and about southeast of the city of Sarnia . Brigden has a population of about 500 and is the centre of a thriving agricultural district . The community is situated on the former Michigan Central Railroad line and thus is named after William Wharton Brigden , one of the engineers who surveyed the railway in 1936 . Brigden died of a heart attack on May 26 , 1939 in Battle Creek , Michigan , where he was the superintendent of the city waterworks . Brigden was a Police village governed by a Village Chairman and a Board of Trustees . The annual Brigden Fair is the last fair of the season in Lambton County occurring on Canadian Thanksgiving long weekend . Other annual events include the Brigden Community Fest . It is also the birthplace of businessman JR Shaw , founder and executive chairman of Shaw Communications .",0,10,"head ""brigden"" matches both cluster 0 [LOC] (the community) and cluster 12 [PER] (William Wharton Brigden); the sentence ""Brigden has a population of about 500"" takes the community as its subject, so head = 0. tail ""500"" is the exact unique match to cluster 10 [NUM].",RESOLVED_TO_GOLD_ID,Jiaxuan Li,2026-09-25
61,DeepSeek-V3,236,"Brigden, Ontario",P1001,brigden,exact_ambiguous_type,0: LOC :: Brigden; 12: PER :: Brigden | William Wharton Brigden,police village,unmatched,,both,"0 [LOC] Brigden || 1 [LOC] St. Clair || 2 [LOC] Lambton County || 3 [LOC] Ontario || 4 [LOC] Canada | Canadian || 5 [LOC] Courtright Line || 6 [LOC] Brigden Road || 7 [LOC] Kimball || 8 [LOC] Oil City || 9 [LOC] Sarnia || 10 [NUM] 500 || 11 [LOC] Michigan Central Railroad || 12 [PER] William Wharton Brigden | Brigden || 13 [TIME] 1936 || 14 [TIME] May 26, 1939 || 15 [LOC] Battle Creek || 16 [LOC] Michigan || 17 [MISC] Brigden Fair || 18 [MISC] Thanksgiving || 19 [MISC] Brigden Community Fest || 20 [PER] JR Shaw || 21 [ORG] Shaw Communications","Brigden is a community in the township of St. Clair , Lambton County , Ontario , Canada . The community is located at the crossroads of Courtright Line and Brigden Road , between Kimball to the west and Oil City to the east , and about southeast of the city of Sarnia . Brigden has a population of about 500 and is the centre of a thriving agricultural district . The community is situated on the former Michigan Central Railroad line and thus is named after William Wharton Brigden , one of the engineers who surveyed the railway in 1936 . Brigden died of a heart attack on May 26 , 1939 in Battle Creek , Michigan , where he was the superintendent of the city waterworks . Brigden was a Police village governed by a Village Chairman and a Board of Trustees . The annual Brigden Fair is the last fair of the season in Lambton County occurring on Canadian Thanksgiving long weekend . Other annual events include the Brigden Community Fest . It is also the birthplace of businessman JR Shaw , founder and executive chairman of Shaw Communications .",0,NONE,"head ""brigden"" again resolves to cluster 0 [LOC]: the subject of ""Brigden was a Police village governed by a Village Chairman"" is the community, not the engineer of cluster 12 [PER]. tail ""police village"" is an administrative status label, not an entity, and no gold cluster denotes it; the ambiguity is therefore resolved and only the unmatched tail remains.",UNMATCHED_ONLY,Jiaxuan Li,2026-09-25
62,DeepSeek-V3,249,Irish experiment,P463,the irish experiment,containment_unique,0: MISC :: Irish Experiment,vfl afl clubs,unmatched,,unmatched_only,0 [MISC] Irish Experiment || 1 [ORG] VFL || 2 [ORG] AFL || 3 [LOC] Irish || 4 [MISC] Gaelic || 5 [LOC] Australia || 6 [LOC] Australian || 7 [TIME] the mid-1980s || 8 [ORG] Melbourne Football Club || 9 [TIME] the 2000s || 10 [MISC] Medal of the Order of Australia || 11 [MISC] Brownlow Medal || 12 [PER] Jim Stynes || 13 [LOC] Irishman || 14 [PER] Tadhg Kennelly || 15 [ORG] Sydney Swans || 16 [MISC] 2005 AFL Grand Final || 17 [PER] Tommy Walsh || 18 [LOC] Ireland,"The Irish Experiment is the popular name for the interest , primarily from VFL / AFL clubs , in bringing Irish Gaelic footballers over to Australia to play Australian rules football professionally . The AFL 's focus on Gaelic footballers is due to the similarities between the sports . The Irish Experiment began in the mid-1980s as an informal project of the Melbourne Football Club . Despite its initial success , enthusiasm for the project lapsed until the 2000s , when it again became ongoing and currently increasing due to globalisation and professionalism in sport . The highest profile product of the experiment to date has been Medal of the Order of Australia and Brownlow Medal recipient Jim Stynes , who was an early recruit . Irishman Tadhg Kennelly was a key player in the Sydney Swans 2005 AFL Grand Final victory . The highest profile Gaelic footballer to sign an AFL contract is Tommy Walsh . Over the years the Irish experiment has attracted media and public interest in both Ireland and Australia .",0,NONE,"Head ""the Irish Experiment"" is contained in cluster 0 [MISC]. Tail ""VFL/AFL clubs"" refers to the set of clubs associated with the two leagues; clusters 1 [ORG] VFL and 2 [ORG] AFL denote the leagues themselves, not that club set. No gold cluster represents the emitted tail, so tail = NONE.",UNMATCHED_ONLY,Jiaxuan Li,2026-09-25
63,DeepSeek-V3,259,Quokka,P463,quokka,unmatched,,macropod family,unmatched,,unmatched_only,0 [LOC] Western Australia || 1 [LOC] Rottnest Island || 2 [LOC] Perth || 3 [LOC] Bald Island || 4 [LOC] Albany || 5 [LOC] Peoples Bay Nature Reserve || 6 [LOC] Gilbert,"The quokka ( , Setonix brachyurus ) , the only member of the genus Setonix , is a small macropod about the size of a domestic cat . Like other marsupials in the macropod family ( such as kangaroos and wallabies ) , the quokka is herbivorous and mainly nocturnal . Quokkas are found on some smaller islands off the coast of Western Australia , particularly Rottnest Island , just off Perth , and also Bald Island near Albany , and in isolated scattered populations in forest and coastal heath between Perth and Albany . A small colony exists at the eastern limit of their range in a protected area of Two Peoples Bay Nature Reserve , where they co - exist with the critically endangered Gilbert 's potoroo .",NONE,NONE,"Neither argument has a gold counterpart: ""quokka"" (the species) and ""macropod family"" (the taxonomic family) are biological names, while every gold cluster in this document is a location (Western Australia, Rottnest Island, Perth, Bald Island, Albany, Peoples Bay Nature Reserve, Gilbert). No organism entity is annotated.",UNMATCHED_ONLY,Jiaxuan Li,2026-09-25
64,DeepSeek-V3,265,Truth in Music Advertising,P1001,the truth in music advertising act,containment_unique,0: MISC :: Truth in Music | Truth in Music Advertising | Truth in Music Performance Advertising,50 states,unmatched,,unmatched_only,"0 [MISC] Truth in Music Performance Advertising | Truth in Music Advertising | Truth in Music || 1 [LOC] U.S. || 2 [ORG] Sha Na Na || 3 [PER] Jon ""Bowzer"" Bauman || 4 [PER] Mary Wilson || 5 [ORG] Supremes || 6 [ORG] U.S. Congress || 7 [NUM] 34 || 8 [NUM] 50 || 9 [ORG] U.S. Court of Appeals for the Third Circuit","The Truth in Music Advertising act or bill , also known as Truth in Music Performance Advertising or simply Truth in Music , is legislation , adopted into state law by most U.S. states , that aims to protect the trademark of musical recording artists . The legislation provides that the name of a famous musical group can not be used by a group of performers unless they include at least one member of the original group . The intent of the legislation is to prevent unfair or deceptive trade practices , and to protect the livelihood of musicians who were in famous musical groups . The legislation , co - authored by former Sha Na Na member Jon "" Bowzer "" Bauman and promoted by him and Mary Wilson of the Supremes , was not passed by the U.S. Congress , but has been enacted in 34 of the 50 states . The legislation has been tested in the U.S. Court of Appeals for the Third Circuit .",0,8,"head ""the truth in music advertising act"" is contained in the alias set of cluster 0 [MISC] (Truth in Music / Truth in Music Advertising / Truth in Music Performance Advertising), the model having added the generic word ""act"". tail ""50 states"" resolves to cluster 8 [NUM] 50 from ""enacted in 34 of the 50 states"", again with a category word added.",RESOLVED_TO_GOLD_ID,Jiaxuan Li,2026-09-25
65,DeepSeek-V3,287,Washington v. Texas,P1001,washington v texas,containment_ambiguous_type,0: PER :: Jackie Washington | Washington; 15: MISC :: Washington,united states supreme court,exact_unique,5: ORG :: Court | Supreme Court | United States Supreme Court,type_conflict_only,0 [PER] Washington | Jackie Washington || 1 [LOC] Texas | Due Process Clause || 2 [NUM] 388 || 3 [LOC] U.S. || 4 [TIME] 1967 || 5 [ORG] United States Supreme Court | Court | Supreme Court || 6 [MISC] Compulsory Process Clause || 7 [MISC] Sixth Amendment to the Constitution || 8 [LOC] Texas || 9 [MISC] Fourteenth Amendment || 10 [PER] John Marshall Harlan II || 11 [PER] Taylor || 12 [ORG] Illinois || 13 [TIME] 1988 || 14 [MISC] Taylor || 15 [MISC] Washington,"Washington v. Texas , 388 U.S. 14 ( 1967 ) , is a United States Supreme Court case in which the Court decided that the Compulsory Process Clause of the Sixth Amendment to the Constitution ( guaranteeing the right of a criminal defendant to force the attendance of witnesses for their side ) is applicable in state courts as well as federal courts . Jackie Washington had attempted to call his co - defendant as a witness , but was blocked by Texas courts because state law prevented co - defendants from testifying for each other , under the theory that they would be likely to lie for each other on the stand . The Supreme Court reasoned that the Due Process Clause of the Fourteenth Amendment made the right to be able to compel defense witnesses to testify necessary for a defendant 's "" due process "" rights to fair proceedings , which applies to the states . Only Justice John Marshall Harlan II parted from the Court 's "" due process "" focus , though he agreed with the outcome , as he regularly did in cases involving whether to apply federal rights to state courts . The impact of Washington was narrowed by a later case , Taylor v. Illinois ( 1988 ) , in which the Court said that "" countervailing public interests "" , like the need to move through cases quickly , could be balanced against a defendant 's right to present witnesses . In Taylor , the Supreme Court upheld a judge 's order blocking defense witnesses from testifying due to the defense attorney 's deliberate failure to disclose evidence to prosecutors earlier in the trial . The defense attorney 's actions resulted in a lengthy delay in the proceedings which the trial judge felt was unjustified . Legal scholars have seen this new grant of discretion to trial judges as a change to relying on "" efficient justice "" , a more limited vision of trial rights than the "" right to present a defense "" created in Washington .",15,5,"Duplicate of the same document already checked: head ""washington v texas"" denotes the case, cluster 15 [MISC] Washington used metonymically (""The impact of Washington was narrowed by a later case""), not cluster 0 [PER] Jackie Washington; tail is the exact unique match to 5 [ORG].",RESOLVED_TO_GOLD_ID,Jiaxuan Li,2026-09-25
66,DeepSeek-V3,291,"They Shoot Horses, Don't They? (film)",P1344,they shoot horses don t they,unmatched,,23rd cannes film festival,exact_unique,17: MISC :: 23rd Cannes Film Festival,unmatched_only,"0 [MISC] They Shoot Horses , Do n't They || 1 [TIME] 1969 | December 10, 1969 || 2 [LOC] American || 3 [PER] Horace McCoy || 4 [TIME] 1935 || 5 [PER] Sydney Pollack || 6 [PER] James Poe || 7 [PER] Robert E. Thompson || 8 [MISC] Depression || 9 [PER] MC || 10 [PER] Jane Fonda | Fonda || 11 [PER] Michael Sarrazin || 12 [PER] Susannah York | York || 13 [PER] Red Buttons || 14 [PER] Bruce Dern || 15 [PER] Bonnie Bedelia || 16 [PER] Gig Young | Young || 17 [MISC] 23rd Cannes Film Festival || 18 [LOC] the United States || 19 [NUM] $12.6 million || 20 [NUM] $4.86 million || 21 [NUM] nine || 22 [MISC] 42nd Academy Awards || 23 [MISC] Best Director || 24 [MISC] Best Actress || 25 [MISC] Best Supporting Actress || 26 [MISC] Best Adapted Screenplay || 27 [MISC] Best Supporting Actor || 28 [MISC] Best Picture","They Shoot Horses , Do n't They ? is a 1969 American depression - era melodrama film based on Horace McCoy 's 1935 novel of the same name and directed by Sydney Pollack . The screenplay was written by James Poe and Robert E. Thompson . The film focuses on a disparate group of characters desperate to win a Depression - era dance marathon and the opportunistic emcee ( MC ) who urges them on to victory . It stars Jane Fonda , Michael Sarrazin , Susannah York , Red Buttons , Bruce Dern , Bonnie Bedelia and Gig Young . The film premiered at the 23rd Cannes Film Festival and was released theatrically in the United States on December 10 , 1969 . The film upon release was a critical and commercial success , grossing $ 12.6 million on a budget of $ 4.86 million , becoming the sixteenth highest grossing film of 1969 . Critics praised its direction , screenplay , depiction of the depression - era and performances , most notably of Fonda 's which marked a significant turning point in her career . The film received nine nominations at the 42nd Academy Awards including Best Director , Best Actress ( for Fonda ) , Best Supporting Actress ( for York ) , Best Adapted Screenplay and winning Best Supporting Actor ( for Young ) . It is the most nominated film in the history of the aforementioned awards without a Best Picture nomination .",0,17,"head ""they shoot horses don t they"" is the film title with apostrophes and commas stripped, i.e. cluster 0 [MISC] ""They Shoot Horses , Do n't They"". tail ""23rd cannes film festival"" is the exact unique match to cluster 17 [MISC], where the film premiered.",RESOLVED_TO_GOLD_ID,Jiaxuan Li,2026-09-25
