model,document_index,title,n_entities,n_relations,n_violations,n_checkable_violations,n_uncheckable_violations,certificate_bound,gold_checkable_bound,gold_verifiable_errors,entity_type_errors,spurious_relation_errors,detectable_errors,tightness_ratio,conflicts_per_relation,bound_per_relation,cross_model_disagreement,n_vertices,n_hyperedges,mean_hyperedge_cardinality,maximum_hyperedge_cardinality,maximum_vertex_degree,n_components,largest_component_vertices,largest_component_hyperedges,hyperedge_overlap_density,incidence_density,matching_number
Qwen2.5-32B,102,Amandeep Khare,18,12,1,1,0,1,1,11,3,8,2,0.09090909090909091,0.08333333333333333,0.08333333333333333,0.7049019607843138,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,103,Blank Page,13,10,0,0,0,0,0,6,0,6,0,0.0,0.0,0.0,0.8776143790849673,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,104,Jared Allen,15,12,8,7,1,1,1,11,2,9,9,0.09090909090909091,0.6666666666666666,0.08333333333333333,0.7924485125858123,17,8,3.0,3,8,1,17,8,1.0,0.17647058823529413,1
Qwen2.5-32B,105,The Hurting,15,10,1,1,0,1,1,4,1,3,2,0.25,0.1,0.1,0.4770311813790074,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,106,Link River,13,7,1,1,0,1,1,4,1,3,1,0.25,0.14285714285714285,0.14285714285714285,0.9384259259259259,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,107,Ali Kuli Khan Khattak,10,7,0,0,0,0,0,6,1,5,0,0.0,0.0,0.0,0.8138888888888888,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,108,Paul Morphy,13,9,1,1,0,1,1,7,1,6,1,0.14285714285714285,0.1111111111111111,0.1111111111111111,0.7690058479532164,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,109,Gloria Estefan albums discography,15,9,0,0,0,0,0,3,1,2,0,0.0,0.0,0.0,0.865036231884058,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,110,Tōkai region,17,12,3,3,0,1,1,12,1,11,3,0.08333333333333333,0.25,0.08333333333333333,0.7707602339181286,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-32B,111,Parks in Greater St. Louis,13,10,0,0,0,0,0,5,2,3,0,0.0,0.0,0.0,0.6126984126984127,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,112,Loopline Bridge,16,11,4,4,0,1,1,12,3,9,6,0.08333333333333333,0.36363636363636365,0.09090909090909091,0.8074074074074074,9,4,3.0,3,4,1,9,4,1.0,0.3333333333333333,1
Qwen2.5-32B,113,Catholic Church in the Maldives,9,5,0,0,0,0,0,5,1,4,0,0.0,0.0,0.0,0.9547511312217195,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,114,Across the Black Waters,13,11,3,3,0,2,2,8,1,7,3,0.25,0.2727272727272727,0.18181818181818182,0.7946336429308566,8,3,3.0,3,2,2,5,2,0.3333333333333333,0.375,2
Qwen2.5-32B,115,Cove Lake State Park,14,11,0,0,0,0,0,7,0,7,0,0.0,0.0,0.0,0.7809081527347782,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,116,German torpedo boat Kondor,15,11,2,2,0,1,1,11,3,8,4,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.5680761733393312,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,117,Foulsyke,12,13,0,0,0,0,0,2,0,2,0,0.0,0.0,0.0,0.7694871794871795,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,118,Le Ventre de Paris,11,10,3,3,0,1,1,8,0,8,3,0.125,0.3,0.1,0.7376676986584106,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-32B,119,Energy and Environmental Security Initiative,7,6,0,0,0,0,0,3,1,2,0,0.0,0.0,0.0,0.9583333333333334,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,120,Ne crois pas,13,12,4,4,0,4,4,12,1,11,5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8860317460317461,12,4,3.0,3,1,4,3,1,0.0,0.25,4
Qwen2.5-32B,121,Downy,26,4,0,0,0,0,0,3,0,3,0,0.0,0.0,0.0,1.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,122,Boltenhagen,14,9,0,0,0,0,0,4,0,4,0,0.0,0.0,0.0,0.8359477124183007,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,123,Upper Ammonoosuc River,22,11,0,0,0,0,0,7,0,7,0,0.0,0.0,0.0,0.830654761904762,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,124,Michael Giacchino,28,27,0,0,0,0,0,5,1,4,0,0.0,0.0,0.0,0.1175595238095238,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,125,Oberliga Rheinland-Pfalz/Saar,15,10,0,0,0,0,0,11,6,5,0,0.0,0.0,0.0,0.8357843137254902,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,126,Siberia Governorate,14,7,1,1,0,1,1,10,5,5,2,0.1,0.14285714285714285,0.14285714285714285,0.866432042902631,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,127,Raymond Hermantier,17,13,2,2,0,1,1,13,5,8,4,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.7071466545150756,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,128,Kurt Tucholsky,13,11,2,2,0,1,1,9,2,7,2,0.1111111111111111,0.18181818181818182,0.09090909090909091,0.810049019607843,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,129,Urgut,18,12,1,0,1,1,0,8,6,2,0,0.0,0.08333333333333333,0.08333333333333333,0.8371345029239766,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,130,N. C. Wyeth,12,7,0,0,0,0,0,2,1,1,0,0.0,0.0,0.0,0.8428978428978429,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,131,Bound Brook (Raritan River tributary),17,10,0,0,0,0,0,7,0,7,0,0.0,0.0,0.0,0.8547273982056591,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,132,Bombtrack,13,11,2,2,0,2,2,9,1,8,2,0.2222222222222222,0.18181818181818182,0.18181818181818182,1.0,6,2,3.0,3,1,2,3,1,0.0,0.5,2
Qwen2.5-32B,133,Christine Razanamahasoa,15,10,3,3,0,3,3,8,3,5,4,0.375,0.3,0.3,0.8951612903225806,9,3,3.0,3,1,3,3,1,0.0,0.3333333333333333,3
Qwen2.5-32B,134,Shihlin Electric,21,16,2,2,0,2,2,12,1,11,2,0.16666666666666666,0.125,0.125,0.8165124933545985,6,2,3.0,3,1,2,3,1,0.0,0.5,2
Qwen2.5-32B,135,Wayne Gretzky Drive,20,24,1,1,0,1,1,20,0,20,1,0.05,0.041666666666666664,0.041666666666666664,0.8156999841093278,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,136,Inner Life,13,12,5,5,0,1,1,10,2,8,6,0.1,0.4166666666666667,0.08333333333333333,0.8856140350877193,11,5,3.0,3,5,1,11,5,1.0,0.2727272727272727,1
Qwen2.5-32B,137,Ahmet Kaya,11,14,4,3,1,1,1,7,0,7,3,0.14285714285714285,0.2857142857142857,0.07142857142857142,0.7955653021442496,9,4,3.0,3,4,1,9,4,1.0,0.3333333333333333,1
Qwen2.5-32B,138,Leone Marucci,19,21,2,2,0,2,2,9,1,8,2,0.2222222222222222,0.09523809523809523,0.09523809523809523,0.6528370735267287,6,2,3.0,3,1,2,3,1,0.0,0.5,2
Qwen2.5-32B,139,Susan Pharr,13,9,1,1,0,1,1,12,5,7,2,0.08333333333333333,0.1111111111111111,0.1111111111111111,0.8580746738641475,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,140,Sycamore Canyon Wilderness,35,10,0,0,0,0,0,10,1,9,0,0.0,0.0,0.0,0.9315789473684211,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,141,Eva Bosáková,18,14,3,3,0,1,1,6,1,5,3,0.16666666666666666,0.21428571428571427,0.07142857142857142,0.7534722222222223,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-32B,142,Ripton (fictional town),11,7,1,1,0,1,1,4,0,4,1,0.25,0.14285714285714285,0.14285714285714285,0.7170231729055258,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,143,Khooni Khanjar,19,16,4,4,0,1,1,4,0,4,4,0.25,0.25,0.0625,0.6191254279489574,9,4,3.0,3,4,1,9,4,1.0,0.3333333333333333,1
Qwen2.5-32B,144,Barry University School of Podiatric Medicine,15,13,6,6,0,1,1,12,3,9,9,0.08333333333333333,0.46153846153846156,0.07692307692307693,0.6748366013071895,13,6,3.0,3,6,1,13,6,1.0,0.23076923076923078,1
Qwen2.5-32B,145,Louise Faure-Favier,14,16,1,1,0,1,1,13,1,12,1,0.07692307692307693,0.0625,0.0625,0.8447181964573268,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,146,Kirnitzschtal tramway,13,9,0,0,0,0,0,4,2,2,0,0.0,0.0,0.0,0.894498474446987,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,148,Joy Division discography,12,8,4,4,0,1,1,6,0,6,4,0.16666666666666666,0.5,0.125,0.7854700854700855,9,4,3.0,3,4,1,9,4,1.0,0.3333333333333333,1
Qwen2.5-32B,149,Franck Piccard,17,16,1,1,0,1,1,15,2,13,1,0.06666666666666667,0.0625,0.0625,0.6466666666666667,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,150,John Alexander Boyd,20,10,5,5,0,1,1,11,3,8,5,0.09090909090909091,0.5,0.1,0.835776397515528,11,5,3.0,3,5,1,11,5,1.0,0.2727272727272727,1
Qwen2.5-32B,151,Hélé Béji,19,12,6,6,0,2,2,12,3,9,8,0.16666666666666666,0.5,0.16666666666666666,0.7940914158305462,14,6,3.0,3,5,2,11,5,0.6666666666666666,0.21428571428571427,2
Qwen2.5-32B,152,Perpetual virginity of Mary,14,2,1,1,0,1,1,8,6,2,2,0.125,0.5,0.5,1.0,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,153,Rachel Proctor,22,19,8,8,0,2,2,14,1,13,8,0.14285714285714285,0.42105263157894735,0.10526315789473684,0.7326720660053994,18,8,3.0,3,7,2,15,7,0.75,0.16666666666666666,2
Qwen2.5-32B,154,Die Haut,15,13,3,3,0,1,1,10,0,10,3,0.1,0.23076923076923078,0.07692307692307693,0.8595454545454545,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-32B,155,Mehmet Çetingöz,12,10,4,3,1,1,1,9,2,7,4,0.1111111111111111,0.4,0.1,0.664760348583878,9,4,3.0,3,4,1,9,4,1.0,0.3333333333333333,1
Qwen2.5-32B,156,Extreme Makeover: Home Edition,17,12,5,5,0,2,2,12,0,12,5,0.16666666666666666,0.4166666666666667,0.16666666666666666,0.8796296296296297,12,5,3.0,3,4,2,9,4,0.6,0.25,2
Qwen2.5-32B,157,George Prévost,16,13,0,0,0,0,0,9,0,9,0,0.0,0.0,0.0,0.923076923076923,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,158,"Tire, İzmir",16,16,2,2,0,1,1,11,3,8,4,0.09090909090909091,0.125,0.0625,0.9115826702033599,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,159,Oecophora bractella,13,12,2,2,0,1,1,8,0,8,2,0.125,0.16666666666666666,0.08333333333333333,0.6507936507936508,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,160,U.S. European Command State Partnership Program,15,11,1,1,0,1,1,15,6,9,1,0.06666666666666667,0.09090909090909091,0.09090909090909091,0.9396103896103897,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,161,The Swingle Singers,15,13,10,10,0,1,1,12,0,12,10,0.08333333333333333,0.7692307692307693,0.07692307692307693,0.8126984126984126,21,10,3.0,3,10,1,21,10,1.0,0.14285714285714285,1
Qwen2.5-32B,162,Pete Ham,13,12,2,2,0,1,1,7,1,6,3,0.14285714285714285,0.16666666666666666,0.08333333333333333,0.613499245852187,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,163,Beijing Ducks,9,5,2,2,0,1,1,3,0,3,2,0.3333333333333333,0.4,0.2,0.8408730158730159,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,164,Hope Town,9,7,0,0,0,0,0,4,0,4,0,0.0,0.0,0.0,0.8203463203463204,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,165,Calueque,13,10,0,0,0,0,0,6,2,4,0,0.0,0.0,0.0,0.7668449197860961,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,166,Ali Akbar Moradi,18,16,5,4,1,1,1,13,1,12,4,0.07692307692307693,0.3125,0.0625,0.8200154613816851,11,5,3.0,3,5,1,11,5,1.0,0.2727272727272727,1
Qwen2.5-32B,167,Dan Chupong,13,12,1,1,0,1,1,9,0,9,1,0.1111111111111111,0.08333333333333333,0.08333333333333333,0.7287734487734486,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,168,Mount Shinn,27,15,0,0,0,0,0,12,0,12,0,0.0,0.0,0.0,0.8150392817059484,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,169,Georg Jochmann,23,18,2,2,0,1,1,18,4,14,2,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.8445340501792115,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,170,Abdul Jabar Sabet,17,12,0,0,0,0,0,8,0,8,0,0.0,0.0,0.0,0.8898412698412699,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,171,Joseph Octave Mousseau,19,8,1,1,0,1,1,6,1,5,1,0.16666666666666666,0.125,0.125,0.7656565656565656,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,172,Christian Atsu,17,14,12,12,0,1,1,13,1,12,13,0.07692307692307693,0.8571428571428571,0.07142857142857142,0.8772893772893773,25,12,3.0,3,12,1,25,12,1.0,0.12,1
Qwen2.5-32B,173,Kahului Airport,20,14,2,2,0,1,1,8,0,8,2,0.125,0.14285714285714285,0.07142857142857142,0.934990934990935,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,174,Greatest Hits (A-Teens album),23,21,8,8,0,1,1,20,0,20,8,0.05,0.38095238095238093,0.047619047619047616,0.8434194890077243,17,8,3.0,3,8,1,17,8,1.0,0.17647058823529413,1
Qwen2.5-32B,175,Torrejonian,14,4,4,2,2,1,1,10,8,2,4,0.1,1.0,0.25,1.0,9,4,3.0,3,4,1,9,4,1.0,0.3333333333333333,1
Qwen2.5-32B,177,Metropolitan statistical area,10,9,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.9833333333333334,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,178,Sarah Gibb,16,10,0,0,0,0,0,8,1,7,0,0.0,0.0,0.0,0.85,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,179,List of songs recorded by Rage Against the Machine,15,12,4,0,4,1,0,5,0,5,4,0.0,0.3333333333333333,0.08333333333333333,0.7628461795128462,9,4,3.0,3,4,1,9,4,1.0,0.3333333333333333,1
Qwen2.5-32B,180,National Turkey Federation,11,8,0,0,0,0,0,8,1,7,0,0.0,0.0,0.0,0.907051282051282,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,181,Mike Padden,11,12,4,4,0,2,2,11,1,10,5,0.18181818181818182,0.3333333333333333,0.16666666666666666,0.9333333333333332,10,4,3.0,3,3,2,7,3,0.5,0.3,2
Qwen2.5-32B,182,Puskás,17,15,0,0,0,0,0,6,2,4,0,0.0,0.0,0.0,0.6495074973335843,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,183,Zevs (artist),14,12,0,0,0,0,0,4,1,3,0,0.0,0.0,0.0,0.7780479735318444,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,184,Camp Caves,20,17,0,0,0,0,0,8,0,8,0,0.0,0.0,0.0,0.6897707231040564,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,185,Independent Democratic Action,14,12,8,8,0,3,3,12,2,10,8,0.25,0.6666666666666666,0.25,0.931672278338945,16,8,3.0,3,5,1,16,8,0.5,0.1875,3
Qwen2.5-32B,186,I Knew You Were Trouble,16,13,1,1,0,1,1,9,0,9,1,0.1111111111111111,0.07692307692307693,0.07692307692307693,0.7015051834130782,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,187,Great South Australian Coastal Upwelling System,16,9,2,0,2,1,0,2,1,1,0,0.0,0.2222222222222222,0.1111111111111111,0.8316176470588236,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,188,X-Men Legends II: Rise of Apocalypse,16,12,1,1,0,1,1,14,3,11,1,0.07142857142857142,0.08333333333333333,0.08333333333333333,0.753688141923436,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,189,Çağlar Söyüncü,15,9,3,3,0,2,2,6,2,4,4,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.8125,8,3,3.0,3,2,2,5,2,0.3333333333333333,0.375,2
Qwen2.5-32B,190,Chachalaca,14,10,2,0,2,1,0,9,1,8,3,0.0,0.2,0.1,0.544017094017094,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,191,William James Wallace,18,14,5,5,0,2,2,11,1,10,6,0.18181818181818182,0.35714285714285715,0.14285714285714285,0.7909178743961353,12,5,3.0,3,3,2,7,3,0.4,0.25,2
Qwen2.5-32B,192,Horst Eidenmüller,17,18,8,8,0,2,2,12,0,12,8,0.16666666666666666,0.4444444444444444,0.1111111111111111,0.8124522536287242,17,8,3.0,3,7,1,17,8,0.7857142857142857,0.17647058823529413,2
Qwen2.5-32B,193,Goght,7,7,0,0,0,0,0,4,0,4,0,0.0,0.0,0.0,0.7941176470588235,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,194,Riksakten,13,10,0,0,0,0,0,10,0,10,0,0.0,0.0,0.0,0.9153439153439153,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,195,Astana International Financial Centre,14,12,2,2,0,1,1,9,0,9,2,0.1111111111111111,0.16666666666666666,0.08333333333333333,0.7226867335562988,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,196,Amos Hochstein,20,16,5,2,3,1,1,12,2,10,3,0.08333333333333333,0.3125,0.0625,0.7412698412698413,11,5,3.0,3,5,1,11,5,1.0,0.2727272727272727,1
Qwen2.5-32B,197,Gregorio Pacheco,11,9,4,4,0,2,2,5,0,5,4,0.4,0.4444444444444444,0.2222222222222222,0.8221288515406163,9,4,3.0,3,3,1,9,4,0.6666666666666666,0.3333333333333333,2
Qwen2.5-32B,198,Pete Murray,17,14,2,2,0,1,1,4,2,2,3,0.25,0.14285714285714285,0.07142857142857142,0.7307108350586612,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,199,Malpai Borderlands,11,7,0,0,0,0,0,7,1,6,0,0.0,0.0,0.0,0.8041666666666667,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,200,Lost Verizon,12,10,0,0,0,0,0,8,0,8,0,0.0,0.0,0.0,0.8119314489928525,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,201,Leandro Mbomio Nsue,18,16,3,3,0,1,1,14,1,13,3,0.07142857142857142,0.1875,0.0625,0.5957602339181287,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-32B,202,LEC billing,13,8,0,0,0,0,0,4,1,3,0,0.0,0.0,0.0,0.8037037037037038,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,203,Joe Gates,12,10,9,9,0,1,1,10,1,9,10,0.1,0.9,0.1,0.9291963109354414,19,9,3.0,3,9,1,19,9,1.0,0.15789473684210525,1
Qwen2.5-32B,204,Lunula (amulet),8,6,2,2,0,2,2,7,1,6,3,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.9777777777777779,6,2,3.0,3,1,2,3,1,0.0,0.5,2
Qwen2.5-32B,205,Schiedea haleakalensis,6,7,0,0,0,0,0,4,1,3,0,0.0,0.0,0.0,0.6749999999999999,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,206,Jeanne Thérèse du Han,12,7,0,0,0,0,0,4,0,4,0,0.0,0.0,0.0,0.8234259259259259,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,207,Kokumin Dōmei,18,15,4,4,0,3,3,16,4,12,6,0.1875,0.26666666666666666,0.2,0.9018895110849133,10,4,3.0,3,2,2,7,3,0.3333333333333333,0.3,3
Qwen2.5-32B,208,Vanya Mishra,17,14,2,2,0,1,1,11,1,10,2,0.09090909090909091,0.14285714285714285,0.07142857142857142,0.7105263157894738,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,209,Kitigan Zibi,12,10,1,1,0,1,1,8,2,6,2,0.125,0.1,0.1,0.8271604938271606,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,210,CKNL-FM,15,10,1,1,0,1,1,6,2,4,1,0.16666666666666666,0.1,0.1,0.7049480310349875,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,211,William Hepburn Armstrong,27,16,6,5,1,1,1,14,1,13,6,0.07142857142857142,0.375,0.0625,0.7384960718294051,13,6,3.0,3,6,1,13,6,1.0,0.23076923076923078,1
Qwen2.5-32B,212,Joseph Israel,18,15,2,2,0,1,1,11,1,10,2,0.09090909090909091,0.13333333333333333,0.06666666666666667,0.800552104899931,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,213,Ellerbusch Site,6,5,1,1,0,1,1,5,3,2,3,0.2,0.2,0.2,1.0,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,214,Brother Man,9,8,1,1,0,1,1,5,2,3,1,0.2,0.125,0.125,0.8014202172096909,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,215,Big Muddy Creek (Missouri River tributary),20,26,2,2,0,1,1,25,1,24,2,0.04,0.07692307692307693,0.038461538461538464,0.9296846943905767,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,216,Clear and Present Danger (film),16,7,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.8600435729847495,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,217,Osmund Ueland,14,12,5,5,0,1,1,5,0,5,5,0.2,0.4166666666666667,0.08333333333333333,0.8627525252525253,11,5,3.0,3,5,1,11,5,1.0,0.2727272727272727,1
Qwen2.5-32B,218,Alecu Russo,13,12,1,1,0,1,1,8,1,7,2,0.125,0.08333333333333333,0.08333333333333333,0.5079831932773109,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,219,Ramapo High School (New Jersey),14,15,4,4,0,1,1,11,1,10,4,0.09090909090909091,0.26666666666666666,0.06666666666666667,0.6803118908382068,9,4,3.0,3,4,1,9,4,1.0,0.3333333333333333,1
Qwen2.5-32B,220,Tulelake camp,22,9,5,5,0,3,3,14,7,7,10,0.21428571428571427,0.5555555555555556,0.3333333333333333,0.8932539682539682,13,5,3.0,3,3,3,7,3,0.3,0.23076923076923078,3
Qwen2.5-32B,221,Tomasz Bohdanowicz-Dworzecki,16,15,3,3,0,1,1,10,0,10,3,0.1,0.2,0.06666666666666667,0.6578674948240165,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-32B,222,"Financial District, Manhattan",17,11,0,0,0,0,0,11,2,9,0,0.0,0.0,0.0,1.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,223,King Louie,8,4,1,1,0,1,1,5,2,3,2,0.2,0.25,0.25,0.8863636363636364,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,224,John Henry Dearle,11,8,2,2,0,2,2,6,0,6,2,0.3333333333333333,0.25,0.25,0.7660714285714286,6,2,3.0,3,1,2,3,1,0.0,0.5,2
Qwen2.5-32B,225,Patrick Stettner,14,12,2,2,0,2,2,5,2,3,3,0.4,0.16666666666666666,0.16666666666666666,0.6079004701295723,6,2,3.0,3,1,2,3,1,0.0,0.5,2
Qwen2.5-32B,226,Arjuna,19,4,1,1,0,1,1,4,0,4,1,0.25,0.25,0.25,0.8935185185185185,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,227,The Two Mrs. Nahasapeemapetilons,13,10,0,0,0,0,0,11,2,9,0,0.0,0.0,0.0,0.8337842712842712,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,228,Daniel Ajayi-Adeniran,9,7,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.8025518341307816,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,229,Ocean Waves (film),15,8,3,3,0,1,1,6,0,6,3,0.16666666666666666,0.375,0.125,0.8822055137844611,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-32B,230,Mavis Grind,13,12,2,1,1,1,1,11,2,9,2,0.09090909090909091,0.16666666666666666,0.08333333333333333,0.8546783625730994,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,231,Ages of consent in Oceania,13,12,2,2,0,1,1,12,0,12,2,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.8412698412698413,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,232,Trane's Blues,19,13,0,0,0,0,0,11,0,11,0,0.0,0.0,0.0,0.8400621118012422,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,233,Hooshang Seyhoun,12,13,2,2,0,1,1,8,0,8,2,0.125,0.15384615384615385,0.07692307692307693,0.8314339981006649,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,234,Thirteens (album),17,13,0,0,0,0,0,9,1,8,0,0.0,0.0,0.0,0.7627565982404692,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,235,Babyfingers,6,6,2,2,0,1,1,7,1,6,2,0.14285714285714285,0.3333333333333333,0.16666666666666666,0.7932692307692308,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,236,"Brigden, Ontario",19,16,1,1,0,1,1,13,2,11,1,0.07692307692307693,0.0625,0.0625,0.7122844827586207,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,237,Carl Dix,11,11,6,6,0,1,1,8,0,8,6,0.125,0.5454545454545454,0.09090909090909091,0.7430555555555557,12,6,3.0,3,6,1,12,6,1.0,0.25,1
Qwen2.5-32B,238,US Airways Group,19,17,1,0,1,1,0,14,0,14,0,0.0,0.058823529411764705,0.058823529411764705,0.719843085975809,3,1,3.0,3,1,1,3,1,0.0,1.0,1
